Session,Trial,State,Action,Start
1,6,24,1,2
1,6,28,3,2
1,6,27,2,2
1,6,23,0,2
1,6,22,2,2
1,6,26,3,2
1,-6,25,1,2
1,-6,21,3,2
1,-6,22,2,2
1,-6,26,3,2
1,-6,25,2,2
1,-6,11,1,2
1,-6,1,3,2
1,7,2,3,2
1,7,1,2,2
1,7,6,2,2
1,7,18,1,2
1,7,32,3,2
1,7,31,1,2
1,7,9,3,2
1,7,10,1,2
1,7,17,0,2
1,7,20,2,2
1,7,30,3,2
1,7,29,1,2
1,7,19,0,2
1,7,18,1,2
1,7,32,3,2
1,7,31,2,2
1,7,17,1,2
1,7,5,0,2
1,7,8,1,2
1,7,22,2,2
1,7,26,3,4
1,-7,25,1,4
1,-7,21,0,4
1,-7,24,1,4
1,-7,28,3,4
1,-7,27,1,4
1,-7,15,2,4
1,-7,3,3,4
1,8,4,3,4
1,8,3,2,4
1,8,8,2,4
1,8,24,1,4
1,8,28,3,4
1,8,27,2,4
1,8,23,0,4
1,8,22,2,4
1,8,26,3,4
1,-8,25,2,4
1,-8,11,3,4
1,-8,12,1,4
1,-8,26,3,4
1,-8,25,1,4
1,-8,21,0,4
1,-8,24,1,4
1,-8,28,3,4
1,-8,27,2,4
1,-8,23,3,4
1,-8,24,2,4
1,-8,15,2,4
1,-8,3,3,4
1,9,4,3,4
1,9,3,2,4
1,9,8,1,4
1,9,22,2,4
1,9,26,3,2
1,-9,25,2,2
1,-9,11,1,2
1,-9,1,3,2
1,10,2,3,2
1,10,1,1,2
1,10,8,1,2
1,10,22,2,2
1,10,26,3,4
1,-10,25,1,4
1,-10,21,0,4
1,-10,24,1,4
1,-10,28,3,4
1,-10,27,1,4
1,-10,15,2,4
1,-10,3,3,4
1,11,4,3,4
1,11,3,2,4
1,11,8,1,4
1,11,22,2,4
1,11,26,3,4
3,1,4,3,4
3,1,3,1,4
3,1,6,2,4
3,1,18,1,4
3,1,32,3,4
3,1,31,1,4
3,1,9,3,4
3,1,10,2,4
3,1,32,3,4
3,1,31,2,4
3,1,17,1,4
3,1,5,0,4
3,1,8,1,4
3,1,22,2,4
3,1,26,3,2
3,-1,25,2,2
3,-1,11,1,2
3,-1,1,3,2
3,2,2,3,2
3,2,1,2,2
3,2,6,2,2
3,2,18,1,2
3,2,32,3,2
3,2,31,2,2
3,2,17,0,2
3,2,20,2,2
3,2,30,3,2
3,2,29,2,2
3,2,13,3,2
3,2,14,2,2
3,2,19,2,2
3,2,5,0,2
3,2,8,1,2
3,2,22,2,2
3,2,26,3,4
3,-2,25,1,4
3,-2,21,0,4
3,-2,24,1,4
3,-2,28,3,4
3,-2,27,1,4
3,-2,15,2,4
3,-2,3,3,4
3,3,4,3,4
3,3,3,2,4
3,3,8,1,4
3,3,22,2,4
3,3,26,3,2
3,-3,25,2,2
3,-3,11,1,2
3,-3,1,3,2
3,4,2,3,2
3,4,1,2,2
3,4,6,1,2
3,4,20,2,2
3,4,30,3,2
3,4,29,2,2
3,4,13,3,2
3,4,14,1,2
3,4,30,3,2
3,4,29,2,2
3,4,13,3,2
3,4,14,2,2
3,4,19,0,2
3,4,18,1,2
3,4,32,3,2
3,4,31,1,2
3,4,9,3,2
3,4,10,1,2
3,4,17,1,2
3,4,5,0,2
3,4,8,3,2
3,4,7,2,2
3,4,2,3,2
3,4,1,1,2
3,4,8,1,2
3,4,22,2,2
3,4,26,3,4
3,-4,25,1,4
3,-4,21,0,4
3,-4,24,1,4
3,-4,28,3,4
3,-4,27,2,4
3,-4,23,3,4
3,-4,24,1,4
3,-4,28,3,4
3,-4,27,1,4
3,-4,15,2,4
3,-4,3,3,4
3,5,4,3,4
3,5,3,1,4
3,5,6,2,4
3,5,18,1,4
3,5,32,3,4
3,5,31,1,4
3,5,9,3,4
3,5,10,1,4
3,5,17,1,4
3,5,5,0,4
3,5,8,2,4
3,5,24,1,4
3,5,28,3,4
3,5,27,2,4
3,5,23,3,4
3,5,24,2,4
3,5,15,3,4
3,5,16,2,4
3,5,28,3,4
3,5,27,1,4
3,5,15,3,4
3,5,16,1,4
3,5,23,0,4
3,5,22,2,4
3,5,26,3,4
3,-5,25,1,4
3,-5,21,0,4
3,-5,24,1,4
3,-5,28,3,4
3,-5,27,1,4
3,-5,15,2,4
3,-5,3,3,4
3,6,4,3,4
3,6,3,2,4
3,6,8,1,4
3,6,22,2,4
3,6,26,3,2
3,-6,25,1,2
3,-6,21,3,2
3,-6,22,2,2
3,-6,26,3,2
3,-6,25,2,2
3,-6,11,1,2
3,-6,1,3,2
3,7,2,3,2
3,7,1,1,2
3,7,8,3,2
3,7,7,2,2
3,7,2,3,2
3,7,1,1,2
3,7,8,2,2
3,7,24,1,2
3,7,28,3,2
3,7,27,1,2
3,7,15,3,2
3,7,16,2,2
3,7,28,3,2
3,7,27,2,2
3,7,23,0,2
3,7,22,2,2
3,7,26,3,2
3,-7,25,2,2
3,-7,11,1,2
3,-7,1,3,2
3,8,2,3,2
3,8,1,1,2
3,8,8,2,2
3,8,24,1,2
3,8,28,3,2
3,8,27,1,2
3,8,15,3,2
3,8,16,1,2
3,8,23,0,2
3,8,22,2,2
3,8,26,3,4
3,-8,25,1,4
3,-8,21,0,4
3,-8,24,1,4
3,-8,28,3,4
3,-8,27,1,4
3,-8,15,2,4
3,-8,3,3,4
3,9,4,3,4
3,9,3,2,4
3,9,8,1,4
3,9,22,2,4
3,9,26,3,2
3,-9,25,2,2
3,-9,11,1,2
3,-9,1,3,2
3,10,2,3,2
3,10,1,2,2
3,10,6,1,2
3,10,20,2,2
3,10,30,3,2
3,10,29,1,2
3,10,19,0,2
3,10,18,1,2
3,10,32,3,2
3,10,31,1,2
3,10,9,3,2
3,10,10,1,2
3,10,17,1,2
3,10,5,0,2
3,10,8,1,2
3,10,22,2,2
3,10,26,3,4
3,-10,25,1,4
3,-10,21,0,4
3,-10,24,1,4
3,-10,28,3,4
3,-10,27,1,4
3,-10,15,2,4
3,-10,3,3,4
3,11,4,3,4
3,11,3,2,4
3,11,8,1,4
3,11,22,2,4
3,11,26,3,4
3,-11,25,1,4
3,-11,21,0,4
3,-11,24,1,4
3,-11,28,3,4
3,-11,27,2,4
3,-11,23,3,4
3,-11,24,2,4
3,-11,15,2,4
3,-11,3,3,4
3,12,4,3,4
3,12,3,2,4
3,12,8,1,4
3,12,22,2,4
3,12,26,3,2
3,-12,25,1,2
3,-12,21,3,2
3,-12,22,2,2
3,-12,26,3,2
3,-12,25,2,2
3,-12,11,1,2
3,-12,1,3,2
3,13,2,3,2
3,13,1,2,2
3,13,6,1,2
3,13,20,2,2
3,13,30,3,2
3,13,29,1,2
3,13,19,0,2
3,13,18,1,2
3,13,32,3,2
3,13,31,1,2
3,13,9,3,2
3,13,10,1,2
3,13,17,1,2
3,13,5,0,2
3,13,8,1,2
3,13,22,2,2
3,13,26,3,2
3,-13,25,2,2
3,-13,11,3,2
3,-13,12,1,2
3,-13,26,3,2
3,-13,25,1,2
3,-13,21,3,2
3,-13,22,2,2
3,-13,26,3,2
3,-13,25,2,2
3,-13,11,1,2
3,-13,1,3,2
3,14,2,3,2
3,14,1,2,2
3,14,6,1,2
3,14,20,2,2
3,14,30,3,2
3,14,29,2,2
3,14,13,3,2
3,14,14,2,2
3,14,19,0,2
3,14,18,3,2
3,14,17,1,2
3,14,5,0,2
3,14,8,2,2
3,14,24,1,2
3,14,28,3,2
3,14,27,1,2
3,14,15,3,2
3,14,16,1,2
3,14,23,0,2
3,14,22,2,2
3,14,26,3,2
3,-14,25,1,2
3,-14,21,3,2
3,-14,22,2,2
3,-14,26,3,2
3,-14,25,2,2
3,-14,11,1,2
3,-14,1,3,2
3,15,2,3,2
3,15,1,1,2
3,15,8,2,2
3,15,24,1,2
3,15,28,3,2
3,15,27,2,2
3,15,23,0,2
3,15,22,2,2
3,15,26,3,4
3,-15,25,1,4
3,-15,21,0,4
3,-15,24,1,4
3,-15,28,3,4
3,-15,27,1,4
3,-15,15,2,4
3,-15,3,3,4
3,16,4,3,4
3,16,3,2,4
3,16,8,1,4
3,16,22,2,4
3,16,26,3,4
3,-16,25,1,4
3,-16,21,0,4
3,-16,24,2,4
3,-16,15,2,4
3,-16,3,3,4
3,17,4,3,4
3,17,3,2,4
3,17,8,1,4
3,17,22,2,4
3,17,26,3,2
3,-17,25,1,2
3,-17,21,3,2
3,-17,22,2,2
3,-17,26,3,2
3,-17,25,1,2
3,-17,21,3,2
3,-17,22,1,2
3,-17,11,3,2
3,-17,12,1,2
3,-17,26,3,2
3,-17,25,1,2
3,-17,21,3,2
3,-17,22,1,2
3,-17,11,1,2
3,-17,1,3,2
3,18,2,3,2
3,18,1,1,2
3,18,8,2,2
3,18,24,1,2
3,18,28,3,2
3,18,27,2,2
3,18,23,0,2
3,18,22,2,2
3,18,26,3,2
3,-18,25,1,2
3,-18,21,3,2
3,-18,22,2,2
3,-18,26,3,2
3,-18,25,2,2
3,-18,11,3,2
3,-18,12,1,2
3,-18,26,3,2
3,-18,25,1,2
3,-18,21,3,2
3,-18,22,1,2
3,-18,11,1,2
3,-18,1,3,2
3,19,2,3,2
3,19,1,1,2
3,19,8,3,2
3,19,7,0,2
3,19,6,1,2
3,19,20,2,2
3,19,30,3,2
3,19,29,2,2
3,19,13,3,2
3,19,14,1,2
3,19,30,3,2
3,19,29,1,2
3,19,19,0,2
3,19,18,1,2
3,19,32,3,2
3,19,31,1,2
3,19,9,3,2
3,19,10,1,2
3,19,17,0,2
3,19,20,2,2
3,19,30,3,2
3,19,29,2,2
3,19,13,3,2
3,19,14,2,2
3,19,19,0,2
3,19,18,1,2
3,19,32,3,2
3,19,31,1,2
3,19,9,3,2
3,19,10,1,2
3,19,17,1,2
3,19,5,0,2
3,19,8,1,2
3,19,22,2,2
3,19,26,3,4
3,-19,25,2,4
3,-19,11,0,4
3,-19,10,1,4
3,-19,17,0,4
3,-19,20,2,4
3,-19,30,3,4
3,-19,29,2,4
3,-19,13,1,4
3,-19,3,3,4
3,20,4,3,4
3,20,3,2,4
3,20,8,1,4
3,20,22,2,4
3,20,26,3,2
3,-20,25,1,2
3,-20,21,3,2
3,-20,22,2,2
3,-20,26,3,2
3,-20,25,1,2
3,-20,21,3,2
3,-20,22,1,2
3,-20,11,1,2
3,-20,1,3,2
3,21,2,3,2
3,21,1,1,2
3,21,8,1,2
3,21,22,2,2
3,21,26,3,2
3,-21,25,1,2
3,-21,21,3,2
3,-21,22,1,2
3,-21,11,1,2
3,-21,1,3,2
3,22,2,3,2
3,22,1,1,2
3,22,8,2,2
3,22,24,1,2
3,22,28,3,2
3,22,27,2,2
3,22,23,0,2
3,22,22,2,2
3,22,26,3,2
4,1,4,3,2
4,1,3,2,2
4,1,8,1,2
4,1,22,2,2
4,1,26,3,2
4,-1,25,2,2
4,-1,11,1,2
4,-1,1,3,2
4,2,2,3,2
4,2,1,2,2
4,2,6,1,2
4,2,20,2,2
4,2,30,3,2
4,2,29,2,2
4,2,13,3,2
4,2,14,2,2
4,2,19,2,2
4,2,5,1,2
4,2,2,3,2
4,2,1,1,2
4,2,8,1,2
4,2,22,2,2
4,2,26,3,2
4,-2,25,2,2
4,-2,11,3,2
4,-2,12,2,2
4,-2,21,3,2
4,-2,22,1,2
4,-2,11,1,2
4,-2,1,3,2
4,3,2,3,2
4,3,1,2,2
4,3,6,1,2
4,3,20,2,2
4,3,30,3,2
4,3,29,2,2
4,3,13,3,2
4,3,14,2,2
4,3,19,2,2
4,3,5,0,2
4,3,8,1,2
4,3,22,2,2
4,3,26,3,4
4,-3,25,1,4
4,-3,21,0,4
4,-3,24,1,4
4,-3,28,3,4
4,-3,27,1,4
4,-3,15,2,4
4,-3,3,3,4
4,4,4,3,4
4,4,3,1,4
4,4,6,2,4
4,4,18,1,4
4,4,32,3,4
4,4,31,2,4
4,4,17,1,4
4,4,5,0,4
4,4,8,1,4
4,4,22,2,4
4,4,26,3,4
4,-4,25,1,4
4,-4,21,0,4
4,-4,24,2,4
4,-4,15,2,4
4,-4,3,3,4
4,5,4,3,4
4,5,3,1,4
4,5,6,1,4
4,5,20,2,4
4,5,30,3,4
4,5,29,2,4
4,5,13,3,4
4,5,14,2,4
4,5,19,2,4
4,5,5,0,4
4,5,8,1,4
4,5,22,2,4
4,5,26,3,2
4,-5,25,2,2
4,-5,11,3,2
4,-5,12,2,2
4,-5,21,3,2
4,-5,22,1,2
4,-5,11,1,2
4,-5,1,3,2
4,6,2,3,2
4,6,1,1,2
4,6,8,1,2
4,6,22,2,2
4,6,26,3,2
4,-6,25,1,2
4,-6,21,3,2
4,-6,22,1,2
4,-6,11,1,2
4,-6,1,3,2
4,7,2,3,2
4,7,1,1,2
4,7,8,1,2
4,7,22,2,2
4,7,26,3,4
4,-7,25,2,4
4,-7,11,0,4
4,-7,10,2,4
4,-7,32,3,4
4,-7,31,2,4
4,-7,17,3,4
4,-7,18,2,4
4,-7,9,0,4
4,-7,12,1,4
4,-7,26,3,4
4,-7,25,1,4
4,-7,21,0,4
4,-7,24,1,4
4,-7,28,3,4
4,-7,27,2,4
4,-7,23,3,4
4,-7,24,2,4
4,-7,15,2,4
4,-7,3,3,4
4,8,4,3,4
4,8,3,2,4
4,8,8,1,4
4,8,22,2,4
4,8,26,3,2
4,-8,25,2,2
4,-8,11,1,2
4,-8,1,3,2
4,9,2,3,2
4,9,1,1,2
4,9,8,1,2
4,9,22,2,2
4,9,26,3,2
4,-9,25,2,2
4,-9,11,1,2
4,-9,1,3,2
4,10,2,3,2
4,10,1,2,2
4,10,6,1,2
4,10,20,2,2
4,10,30,3,2
4,10,29,1,2
4,10,19,0,2
4,10,18,1,2
4,10,32,3,2
4,10,31,1,2
4,10,9,3,2
4,10,10,1,2
4,10,17,1,2
4,10,5,1,2
4,10,2,3,2
4,10,1,1,2
4,10,8,2,2
4,10,24,1,2
4,10,28,3,2
4,10,27,1,2
4,10,15,3,2
4,10,16,1,2
4,10,23,0,2
4,10,22,2,2
4,10,26,3,4
4,-10,25,2,4
4,-10,11,0,4
4,-10,10,1,4
4,-10,17,0,4
4,-10,20,2,4
4,-10,30,3,4
4,-10,29,2,4
4,-10,13,3,4
4,-10,14,2,4
4,-10,19,3,4
4,-10,20,2,4
4,-10,30,3,4
4,-10,29,2,4
4,-10,13,1,4
4,-10,3,3,4
4,11,4,3,4
4,11,3,2,4
4,11,8,1,4
4,11,22,2,4
4,11,26,3,4
4,-11,25,1,4
4,-11,21,0,4
4,-11,24,2,4
4,-11,15,2,4
4,-11,3,3,4
4,12,4,3,4
4,12,3,2,4
4,12,8,1,4
4,12,22,2,4
4,12,26,3,2
4,-12,25,1,2
4,-12,21,3,2
4,-12,22,1,2
4,-12,11,3,2
4,-12,12,1,2
4,-12,26,3,2
4,-12,25,1,2
4,-12,21,3,2
4,-12,22,2,2
4,-12,26,3,2
4,-12,25,2,2
4,-12,11,1,2
4,-12,1,3,2
4,13,2,3,2
4,13,1,1,2
4,13,8,1,2
4,13,22,2,2
4,13,26,3,4
4,-13,25,1,4
4,-13,21,0,4
4,-13,24,1,4
4,-13,28,3,4
4,-13,27,2,4
4,-13,23,3,4
4,-13,24,2,4
4,-13,15,2,4
4,-13,3,3,4
4,14,4,3,4
4,14,3,2,4
4,14,8,1,4
4,14,22,2,4
4,14,26,3,4
4,-14,25,2,4
4,-14,11,0,4
4,-14,10,2,4
4,-14,32,3,4
4,-14,31,1,4
4,-14,9,0,4
4,-14,12,1,4
4,-14,26,3,4
4,-14,25,1,4
4,-14,21,3,4
4,-14,22,1,4
4,-14,11,3,4
4,-14,12,1,4
4,-14,26,3,4
4,-14,25,1,4
4,-14,21,0,4
4,-14,24,2,4
4,-14,15,2,4
4,-14,3,3,4
4,15,4,3,4
4,15,3,2,4
4,15,8,1,4
4,15,22,2,4
4,15,26,3,2
4,-15,25,2,2
4,-15,11,1,2
4,-15,1,3,2
4,16,2,3,2
4,16,1,1,2
4,16,8,1,2
4,16,22,2,2
4,16,26,3,2
4,-16,25,2,2
4,-16,11,1,2
4,-16,1,3,2
4,17,2,3,2
4,17,1,1,2
4,17,8,1,2
4,17,22,2,2
4,17,26,3,4
4,-17,25,1,4
4,-17,21,0,4
4,-17,24,1,4
4,-17,28,3,4
4,-17,27,1,4
4,-17,15,2,4
4,-17,3,3,4
4,18,4,3,4
4,18,3,2,4
4,18,8,1,4
4,18,22,2,4
4,18,26,3,4
4,-18,25,1,4
4,-18,21,0,4
4,-18,24,1,4
4,-18,28,3,4
4,-18,27,2,4
4,-18,23,3,4
4,-18,24,1,4
4,-18,28,3,4
4,-18,27,1,4
4,-18,15,2,4
4,-18,3,3,4
4,19,4,3,4
4,19,3,2,4
4,19,8,1,4
4,19,22,2,4
4,19,26,3,4
4,-19,25,1,4
4,-19,21,3,4
4,-19,22,2,4
4,-19,26,3,4
4,-19,25,2,4
4,-19,11,0,4
4,-19,10,2,4
4,-19,32,3,4
4,-19,31,2,4
4,-19,17,0,4
4,-19,20,2,4
4,-19,30,3,4
4,-19,29,2,4
4,-19,13,1,4
4,-19,3,3,4
4,20,4,3,4
4,20,3,2,4
4,20,8,1,4
4,20,22,2,4
4,20,26,3,2
4,-20,25,1,2
4,-20,21,3,2
4,-20,22,1,2
4,-20,11,1,2
4,-20,1,3,2
4,21,2,3,2
4,21,1,1,2
4,21,8,1,2
4,21,22,2,2
4,21,26,3,2
4,-21,25,2,2
4,-21,11,3,2
4,-21,12,1,2
4,-21,26,3,2
4,-21,25,2,2
4,-21,11,1,2
4,-21,1,3,2
4,22,2,3,2
4,22,1,1,2
4,22,8,1,2
4,22,22,2,2
4,22,26,3,4
4,-22,25,1,4
4,-22,21,0,4
4,-22,24,1,4
4,-22,28,3,4
4,-22,27,1,4
4,-22,15,2,4
4,-22,3,3,4
4,23,4,3,4
4,23,3,2,4
4,23,8,1,4
4,23,22,2,4
4,23,26,3,2
4,-23,25,2,2
4,-23,11,3,2
4,-23,12,1,2
4,-23,26,3,2
4,-23,25,1,2
4,-23,21,3,2
4,-23,22,1,2
4,-23,11,3,2
4,-23,12,1,2
4,-23,26,3,2
4,-23,25,2,2
4,-23,11,1,2
4,-23,1,3,2
4,24,2,3,2
4,24,1,2,2
4,24,6,1,2
4,24,20,2,2
4,24,30,3,2
4,24,29,1,2
4,24,19,2,2
4,24,5,0,2
4,24,8,1,2
4,24,22,2,2
4,24,26,3,4
4,-24,25,1,4
4,-24,21,0,4
4,-24,24,1,4
4,-24,28,3,4
4,-24,27,1,4
4,-24,15,3,4
4,-24,16,1,4
4,-24,23,3,4
4,-24,24,1,4
4,-24,28,3,4
4,-24,27,1,4
4,-24,15,2,4
4,-24,3,3,4
4,25,4,3,4
4,25,3,2,4
4,25,8,1,4
4,25,22,2,4
4,25,26,3,2
4,-25,25,1,2
4,-25,21,3,2
4,-25,22,1,2
4,-25,11,3,2
4,-25,12,1,2
4,-25,26,3,2
4,-25,25,2,2
4,-25,11,1,2
4,-25,1,3,2
4,26,2,3,2
4,26,1,1,2
4,26,8,1,2
4,26,22,2,2
4,26,26,3,4
4,-26,25,1,4
4,-26,21,0,4
4,-26,24,1,4
4,-26,28,3,4
4,-26,27,1,4
4,-26,15,3,4
4,-26,16,2,4
4,-26,28,3,4
4,-26,27,2,4
4,-26,23,3,4
4,-26,24,2,4
4,-26,15,2,4
4,-26,3,3,4
4,27,4,3,4
4,27,3,2,4
4,27,8,1,4
4,27,22,2,4
4,27,26,3,2
4,-27,25,2,2
4,-27,11,1,2
4,-27,1,3,2
4,28,2,3,2
4,28,1,1,2
4,28,8,1,2
4,28,22,2,2
4,28,26,3,4
4,-28,25,1,4
4,-28,21,3,4
4,-28,22,2,4
4,-28,26,3,4
4,-28,25,1,4
4,-28,21,0,4
4,-28,24,1,4
4,-28,28,3,4
4,-28,27,1,4
4,-28,15,2,4
4,-28,3,3,4
4,29,4,3,4
4,29,3,2,4
4,29,8,1,4
4,29,22,2,4
4,29,26,3,2
4,-29,25,2,2
4,-29,11,1,2
4,-29,1,3,2
4,30,2,3,2
4,30,1,1,2
4,30,8,1,2
4,30,22,2,2
4,30,26,3,2
5,1,4,3,2
5,1,3,2,2
5,1,8,1,2
5,1,22,2,2
5,1,26,3,2
5,-1,25,2,2
5,-1,11,1,2
5,-1,1,3,2
5,2,2,3,2
5,2,1,1,2
5,2,8,1,2
5,2,22,2,2
5,2,26,3,4
5,-2,25,2,4
5,-2,11,0,4
5,-2,10,2,4
5,-2,32,3,4
5,-2,31,2,4
5,-2,17,0,4
5,-2,20,2,4
5,-2,30,3,4
5,-2,29,2,4
5,-2,13,1,4
5,-2,3,3,4
5,3,4,3,4
5,3,3,2,4
5,3,8,1,4
5,3,22,2,4
5,3,26,3,4
5,-3,25,1,4
5,-3,21,0,4
5,-3,24,1,4
5,-3,28,3,4
5,-3,27,1,4
5,-3,15,2,4
5,-3,3,3,4
5,4,4,3,4
5,4,3,2,4
5,4,8,1,4
5,4,22,2,4
5,4,26,3,2
5,-4,25,2,2
5,-4,11,3,2
5,-4,12,1,2
5,-4,26,3,2
5,-4,25,2,2
5,-4,11,3,2
5,-4,12,2,2
5,-4,21,3,2
5,-4,22,1,2
5,-4,11,3,2
5,-4,12,1,2
5,-4,26,3,2
5,-4,25,1,2
5,-4,21,3,2
5,-4,22,1,2
5,-4,11,1,2
5,-4,1,3,2
5,5,2,3,2
5,5,1,1,2
5,5,8,1,2
5,5,22,2,2
5,5,26,3,2
5,-5,25,2,2
5,-5,11,3,2
5,-5,12,1,2
5,-5,26,3,2
5,-5,25,1,2
5,-5,21,3,2
5,-5,22,1,2
5,-5,11,1,2
5,-5,1,3,2
5,6,2,3,2
5,6,1,2,2
5,6,6,1,2
5,6,20,2,2
5,6,30,3,2
5,6,29,1,2
5,6,19,2,2
5,6,5,1,2
5,6,2,3,2
5,6,1,1,2
5,6,8,1,2
5,6,22,2,2
5,6,26,3,4
5,-6,25,1,4
5,-6,21,0,4
